Rank,Logo,Name,Link,Website,Flag,Country,Region,Foundation_year,Address,Intro,Total_Enrollment,Total_International_Enrollment,UG_Enrollment,International_UG_Enrollment,PG_Enrollment,International_PG_Enrollment,latitude,longitude
801-900,https://www.shanghairanking.com/_uni/logo/e39cac534.png,University of Missouri-Kansas City,https://www.shanghairanking.com/institution/university-of-missouri-kansas-city-1, http://www.umkc.edu/isao,https://www.shanghairanking.com/_pub/country-flags/png100/us.png, United States,North America,1933, 5235 Rockhill Road,"The University of Missouri-Kansas City, a fully-accredited doctoral research university, offers over_x000D_
50 undergraduate and over 80 graduate and professional degree programs. Its beautiful main_x000D_
campus is located in the center of Kansas City’s educational and cultural center that includes one of_x000D_
the country’s top engineering and technological libraries, the Linda Hall Library of Science,_x000D_
Engineering and Technology.  The diverse economy including a large number of Fortune 500_x000D_
corporations provides wide opportunities for optional practical training and other educational_x000D_
programs for international students.  Kansas City’s diverse populations offer rich cultural and social_x000D_
opportunities.",19166,13.3,13235,10.1,5931,20.1,39.0336761,-94.57807526
801-900,https://www.shanghairanking.com/_uni/logo-jpg/e939daacc00.jpg,University of Modena and Reggio Emilia,https://www.shanghairanking.com/institution/university-of-modena-and-reggio-emilia, http://www.unimore.it/,https://www.shanghairanking.com/_pub/country-flags/png100/it.png, Italy,Europe,1175," Modena and Reggio Emilia, Italy",,17432,6,15994,4.6,5605,20.1,,
801-900,https://www.shanghairanking.com/_uni/logo/4912132a3.png,University of Mons,https://www.shanghairanking.com/institution/university-of-mons, http://www.umons.ac.be/,https://www.shanghairanking.com/_pub/country-flags/png100/be.png, Belgium,Europe,2009," Mons, Belgium",,27010,13.3,19561,10.1,7793,20.1,8.88741345,-12.0561676
801-900,https://www.shanghairanking.com/_uni/logo/b7f66c7e9.png,University of Nebraska Medical Center,https://www.shanghairanking.com/institution/university-of-nebraska-medical-center, http://www.unmc.edu,https://www.shanghairanking.com/_pub/country-flags/png100/us.png, United States,North America,1880, 987815 Nebraska Medical Center,"University of Nebraska Medical Center (UNMC) is an academic health center with seven colleges:  Medicine, Nursing, Pharmacy, Dentistry, Public Health, Graduate Studies and Allied Health Professions.  The main campus is located in Omaha, while the College of Dentistry is located in Lincoln. The College of Allied Health Professions has an additional campus in Kearney while the College of Nursing has an additional four campuses across the state of Nebraska.  In addition to its’ main campus, UNMC has nearly 100 rural training sites across the state for its professional training programs that make it effectively a “500 miles campus”.  The College of Medicine includes five basic science departments and 15 clinical departments, which conduct research and education. The College of Allied Health Professions oversees 14 allied health-training programs. Graduate Studies includes 22 defined MS/PhD programs and is the entry point for MS/PhD graduate training, which includes the Medical Science Interdepartmental Area (MSIA), which allows students to define an individualized study program.  It also has an umbrella PhD Interdisciplinary Graduate Program in Biomedical Sciences (IGPBS) that contains six interdisciplinary research-focused programs where students can choose from more than 200 research laboratories and 28 basic science and clinical departments for their training and it also has the biomedical informatics program, a collaborative project of UNMC with the University of Nebraska at Omaha College of Information Sciences and Technology. UNMC has defined MD/PhD, Pharm D/MPH, MD/MPH programs. UNMC’s College of Medicine is ranked among the top 10 in the US by the US News and World for training of Primary Care Physicians.  Doctoral and postdoctoral students also benefit from opportunities to be part of translational research teams._x000D_
UNMC has established relationships with scientific/medical programs in the Asia Pacific region including China and South Korea to provide collaborative exchange programs in research and medical training opportunities.  UNMC has partnered with 11 different schools/universities in China alone and in 17 additional countries._x000D_
University of Nebraska Medical Center has three integrated research institutes.  The National Cancer Institute (NCI)-designated Fred and Pamela Buffett Cancer Center opened a new facility of integrated clinical care and research in May 2017, adding 98 laboratories and 201,245 sq ft dedicated to cancer research. The Buffett Cancer Center has national expertise in pancreatic cancer, breast cancer, mechanisms of cell signaling and metastasis, and lymphoma research and care.  The Munroe Meyer Institute for Genetics and Rehabilitation is a federally designated University Center of Excellence for Developmental Disabilities (UCEDD) education, research, and service incorporated into UNMC in 1968.  Their 58 faculty and NIH-funded laboratories are focused on inter-disciplinary and collaborative education, research, training, and clinical service programs for individuals with developmental and physical disabilities and their families.  The institute also provides referral genetic testing, including developing new research tests for clinicians and laboratories around the world. The newest Institute, the Child Health Research Institute, is a partnership between UNMC and Children’s Hospital of Omaha and is focused on cardiovascular disease, infectious diseases, cancer, and rare diseases._x000D_
UNMC faculty conduct research in the Scott Research Tower of the Fred and Pamela Buffett Cancer Center, Durham Research Centers I and II, the UNMC Center for Drug Discovery, Eppley Science Hall, Eppley Cancer Institute, Wittson Hall, Williams College of Pharmacy, College of Dentistry, and Lied Transplant Tower, with a total of 546,712, square feet of space.  Investigators have access to a full range of translational core facilities, including next generation genetic sequencing, proteomics, flow cytometry, microscopy, biorepositories, biomedical informatics, bio-imaging, and a regenerative medicine program.  UNMC also has a Good Manufacturing Practice (GMP) facility for cellular therapies and a Good Laboratory Practice (GLP) facility for Nanomedicine manufacturing._x000D_
UNMC is also currently building a 125,000 square foot global destination interprofessional experiential center for enduring learning (iEXCEL) that will house state of the art simulation equipment, with a virtual hospital and surgical suites, a 3 Dimensional cave, and holographic technology and equipment for telemedicine and tele-education, and be the home for the National Center for Health Security and Biopreparedness.  The center will be dedicated to health professions and graduate student education and training, precision training of health care professionals and educational and research focused on developing new virtual reality and simulation tools, educational research, training evaluation, and behavioral research. In 2015, the university and it’s hospital partner, Nebraska Medicine were one of three US academic centers designated as the National Ebola Training and Education Center, which is also designated to lead efforts for the conduct of clinical trials aimed at evaluating treatments for emerging infectious diseases_x000D_
UNMC has nationally and internationally recognized and federally funded programs in cancer research, neurosciences, cardiovascular disease, infectious diseases, drug development including nanomedicine, transplantation, and rural health disparities with 14 funded Centers of Excellence._x000D_
UNMC has affiliations with three separate hospital systems.  Nebraska Medicine includes a 624-bed tertiary care facility with specialized clinical facilities for bone marrow transplant and cancer care; solid organ transplant (liver, heart, kidney, pancreas, and intestine); heart disease, stroke, acute psychiatric, and burn units; radiation therapy and imaging (IMRT, CT, MR,MR-spectroscopy, MEG, nuclear medicine, and PET); a regional trauma center; neonatal and multiple adult ICUs; operating suits with built-in robotics; three hyperbaric oxygen units; a secure bio containment inpatient unit for highly infectious agents; and a full service clinical laboratory that provides national referral services.  Nebraska Medicine also includes a number of outpatient facilities and Bellevue Hospital, a community hospital. UNMC is also affiliated with the 145-bed Omaha Children’s Hospital and Medical Center that provides primary and referral specialty pediatric care as well as the only dedicated pediatric emergency room in the region._x000D_
UNMC Colleges of Medicine and Dentistry also have an affiliation with the Western Iowa-Nebraska VA Health System, which includes a 100-bed inpatient facility, outpatient clinic, rural telehealth facilities, and an additional eight residential substance abuse beds._x000D_
UNMC has shown steady growth in NIH and total research funding for the last 10 years and is poised for continued growth in funded research and training.",3285,0.7,998,0.6,2287,0.7,41.2551466,-95.97737817
801-900,https://www.shanghairanking.com/_uni/logo/7e3ba3054.png,University of Oldenburg,https://www.shanghairanking.com/institution/university-of-oldenburg, https://www.uni-oldenburg.de/en/,https://www.shanghairanking.com/_pub/country-flags/png100/de.png, Germany,Europe,1973," Oldenburg, Lower Saxony, Germany",,27010,13.3,19561,10.1,7793,20.1,53.1468722,8.181507871
801-900,https://www.shanghairanking.com/_uni/logo-jpg/fc4e3f80000.jpg,University of Salerno,https://www.shanghairanking.com/institution/university-of-salerno, http://web.unisa.it/en/home,https://www.shanghairanking.com/_pub/country-flags/png100/it.png, Italy,Europe,1968," Via Giovanni Paolo II, 132","The University of Salerno is ideally linked to the oldest academic institution in the Old Continent: the Schola Medica Salernitana. Founded in the eighth century AD, the School reached its peak between the 10th and 13th century. In addition to medicine, its lectures included philosophy, theology and law. Closed by royal decree in 1811 under Joachim Murat’s Napoleonic government, the School earned Salerno the title of Hippocratica Civitas (City of Hippocrates) after the famous Greek physician and treatise writer. In 1944, by decree of king Victor Emmanuel III, the Istituto Universitario di Magistero “Giovanni Cuomo” was founded. This became state-owned in 1968, changing its name into Facoltà di Magistero dell’Università degli Studi di Salerno. Within a few years, the Faculty was joined by many others which contributed to the formation of a major university. The Faculty of Arts was established in 1969; then the Faculty of Economics (1970); the Faculty of Mathematical, Physical and Natural Sciences and the Faculty of Law (1972); the Full Degree in Engineering (1983); the Faculty of Pharmacy (1991); the Faculty of Political Science (1992); the Faculty of Foreign Languages and Literature (1996); finally, the Faculty of Medicine and Surgery (2006). As of 2013, in accordance with Law 240/2010, the faculties have been reorganized, the departments reconfigured and their respective functions redesigned. The University – which currently counts around 40,000 students – has a very large catchment area including, beside Campania, the Italian regions of Basilicata, Calabria and Apulia. Since 1987, the University has had its headquarters in the Irno Valley, a few kilometers from Salerno, at the junction of motorway intersections that make it central and easy to reach. Organized in the form of a campus (the Fisciano and Baronissi campuses), the University boasts modern facilities and efficient services for orientation, teaching, studying and leisure. It is a very large and still expanding complex, which covers an area of about one hundred thousand square meters._x000D_
Modern service centres – such as libraries, the International/Erasmus Office, the University Language Centre, the University Centre for Orientation and Mentoring, the Placement Office, the Spin-Off Incubator – represent vital and valuable support for training. Furthermore, the Campus offers many other services such as residence halls for students and teachers, sports facilities, an indoor swimming pool, a theatre, a lecture hall, a nursery, open-air museum of contemporary art, parking areas, green areas and a thematic arboretum, thus providing a student-friendly environment to facilitate the entire academic journey. Thus, from traditionally being a place for integration of learning, the University becomes a place for integration of projects, cultures and - above all – people, by constantly encouraging study, research and life experiences to enhance cultural and human growth._x000D_
The mission of the University of Salerno is to carry out research and educational programmes, developing links with the surrounding area while respecting the environment, with the aim of creating, enriching and, at the same time, offering a scientific, cultural heritage to students, enterprises, institutions and in general to the whole community. In keeping with this mission and core values, which are a constant reference point, the institutional goals are as follows: Research, Teaching and Education, Support for outstanding students and the diversely able, Development of the Campus as a community of individuals who share the same interests and values, Development of links with key players in the local area.",36156,1.1,22012,0.9,14144,1.4,33.653933,-117.8109
801-900,https://www.shanghairanking.com/_uni/logo/e827e1fb0.png,University of Salzburg,https://www.shanghairanking.com/institution/university-of-salzburg, https://www.plus.ac.at/,https://www.shanghairanking.com/_pub/country-flags/png100/at.png, Austria,Europe,1622," Salzburg municipality, Salzburg state, Austria",,10050,32.5,7691,28.8,2359,44.4,47.7947829,13.05415971
801-900,https://www.shanghairanking.com/_uni/logo/3a1bf1320.png,University of Savoy,https://www.shanghairanking.com/institution/university-of-savoy, http://www.univ-smb.fr/,https://www.shanghairanking.com/_pub/country-flags/png100/fr.png, France,Europe,1979," 27 Rue MarcoZ 73000 Chambery, France",,27010,13.3,19561,10.1,7793,20.1,51.5116948,-0.117442
801-900,https://www.shanghairanking.com/_uni/logo/37506435.png,University of South China,https://www.shanghairanking.com/institution/university-of-south-china,https://english.usc.edu.cn/,https://www.shanghairanking.com/_pub/country-flags/png100/cn.png, China,Asia,1958,,,34415,1.7,29989,1.9,4426,1,26.8835001,112.5111841
801-900,https://www.shanghairanking.com/_uni/logo/f7261cbed.png,University of Texas at El Paso,https://www.shanghairanking.com/institution/university-of-texas-at-el-paso, https://www.utep.edu/,https://www.shanghairanking.com/_pub/country-flags/png100/us.png, United States,North America,1914," El Paso, Texas, U.S.",,29881,8,25072,10.1,4809,20.1,31.77570475,-106.5062875
801-900,https://www.shanghairanking.com/_uni/logo/1c7cca27f.png,University of Thessaly,https://www.shanghairanking.com/institution/university-of-thessaly, http://www.uth.gr/,https://www.shanghairanking.com/_pub/country-flags/png100/gr.png, Greece,Europe,1984, Volos main campus City of Lamia Karditsa Larissa Trikala,,17004,4,19561,10.1,7793,20.1,39.35763925,22.95074485
801-900,https://www.shanghairanking.com/_uni/logo/2ab2f4975.png,University of Wuppertal,https://www.shanghairanking.com/institution/university-of-wuppertal, http://www.uni-wuppertal.de,https://www.shanghairanking.com/_pub/country-flags/png100/de.png, Germany,Europe,1972," Bergische Universität Wuppertal, Gaussstrasse 20, 42119 Wuppertal, Germany",,23343,11,19561,10.1,7793,20.1,51.2595941,7.16648711
801-900,https://www.shanghairanking.com/_uni/logo/7dba9476c.png,University Putra Malaysia,https://www.shanghairanking.com/institution/university-putra-malaysia, http://www.upm.edu.my,https://www.shanghairanking.com/_pub/country-flags/png100/my.png, Malaysia,Asia,1931, UNIVERSITI PUTRA MALAYSIA,"Universiti Putra Malaysia advanced on all fronts: physical, academic, as well as research and development. The discipline in the University has evolved tremendously in tune with the rapid industrialization of the country’s economy as well as the fast development of related technologies such as ICT and biotechnology besides reflecting its emphasis on new tropical agriculture which is multi-disciplinary, technology driven and market oriented._x000D_
Currently, UPM has 16 faculties, one school, 10 research institutes and one Academy. UPM has expanded the scope of its academic and research disciplines to include engineering, medical sciences, pure sciences, biotechnology, economics, management, education, languages and communication. These disciplines enhance the new agriculture through related fields such as agriculture and food engineering, biotechnology, agribusiness and ICT in agriculture. This synergy of vibrant and enterprising disciplines has allowed UPM to gain national and international recognition as well as leadership in academia, industry and public advocacy. Based on its excellent performance, the University has been recognized as one of 5 Research Universities (RU) in 2006 by the Government of Malaysia. One of the factors that have contributed to its success is its conducive institutional set up, physical layout human resource, academic programmes, research and development.  UPM also has an impressive record of academic awards conferred by renowned international and local agencies or institutions. Among these awards are: Carlos J. Finlay Prize for Microbiology (by UNESCO); IRTE and Prince Michael International Road Safety Award (United Kingdom); and Young Chemist Award to be named a fews. The Graduate School of Management has been chosen by the Ministry of Higher Education as Top Business Schools in Malaysia. A number of UPM academic staff has also been appointed to top positions in the public and private sectors on the basis of the expertise and experience.UPM’s human capital are highly trained and experienced.",20018,23,19561,10.1,7793,20.1,2.9918365,101.720677
801-900,https://www.shanghairanking.com/_uni/logo-jpg/d744fea2900.jpg,Western Norway University of Applied Sciences,https://www.shanghairanking.com/institution/western-norway-university-of-applied-sciences,https://www.hvl.no/en/,https://www.shanghairanking.com/_pub/country-flags/png100/no.png, Norway,Europe,0,,,27010,13.3,19561,10.1,7793,20.1,60.36887575,5.351111541
801-900,https://www.shanghairanking.com/_uni/logo/166e1ff47.png,Wroclaw Medical University,https://www.shanghairanking.com/institution/wroclaw-medical-university,https://www.umw.edu.pl/pl,https://www.shanghairanking.com/_pub/country-flags/png100/pl.png, Poland,Europe,0,,,27010,13.3,19561,10.1,7793,20.1,51.10973895,17.07192813
801-900,https://www.shanghairanking.com/_uni/logo/80614446.png,Wuhan University of Science and Technology,https://www.shanghairanking.com/institution/wuhan-university-of-science-and-technology,https://www.wust.edu.cn/,https://www.shanghairanking.com/_pub/country-flags/png100/cn.png, China,Asia,1898,,,32323,1.2,25316,1.3,7007,0.9,30.52021715,114.4118463
801-900,https://www.shanghairanking.com/_uni/logo/16154228.png,Xi'an University of Architecture and Technology,https://www.shanghairanking.com/institution/xian-university-of-architecture-and-technology,https://www.xauat.edu.cn/en/,https://www.shanghairanking.com/_pub/country-flags/png100/cn.png, China,Asia,1895,,,27010,13.3,19561,10.1,7793,20.1,,
801-900,https://www.shanghairanking.com/_uni/logo-jpg/c9a37be6500.jpg,Yokohama City University,https://www.shanghairanking.com/institution/yokohama-city-university, https://www.yokohama-cu.ac.jp/en/,https://www.shanghairanking.com/_pub/country-flags/png100/jp.png, Japan,Asia,1949," 22-2 Seto, kanazawa-ku","Yokohama City University (YCU) has shared its path with the City of Yokohama which celebrated in 2009 the 150th anniversary of the opening of its port to the world. The origin of Yokohama City University can be traced back to the Yokohama School of Commerce founded in 1882. Since the opening of the port, Yokohama turned into a center of trade in Japan. The Yokohama School of Commerce was established to develop human resources equipped with western commercial techniques and then developed into the Yokohama City College of Commerce  (Y college), which is the origin of Yokohama City University. Another origin of YCU is the Juzen Hospital of Nogeyama in 1874. Juzen Hospital then turned into Yokohama Municipal Medical College, which has developed into today’s YCU Hospital and School of Medicine._x000D_
YCU became an independent administrative entity in 2005, and has since offered curricula in International Liberal Arts, Economics, Business Administration and Science, as well as in Medicine and Nursing. Now, for the first time in the metropolitan area, YCU has launched a new faculty called ""School of Data Science"" in the spring of 2018 in response to the new social trend and demand to create value from the considerable amount of data our societies generate. YCU will continue to contribute to the modern community and society by nurturing globally minded human resources who are able to meet the needs of our rapidly changing world.",4976,2,4162,0.8,814,8.4,35.33328345,139.6179232
801-900,https://www.shanghairanking.com/_uni/logo/1146cccb5.png,Zagazig University,https://www.shanghairanking.com/institution/zagazig-university, http://www.zu.edu.eg/,https://www.shanghairanking.com/_pub/country-flags/png100/eg.png, Egypt,Africa,1974," Ash Sharqiyah, Egypt",,156419,1,19561,10.1,7793,20.1,30.58860745,31.48192974
901-1000,https://www.shanghairanking.com/_uni/logo-jpg/86538604200.jpg,Adam Mickiewicz University,https://www.shanghairanking.com/institution/adam-mickiewicz-university, http://www.amu.edu.pl,https://www.shanghairanking.com/_pub/country-flags/png100/pl.png, Poland,Europe,1919, Wieniawskiego 1,"AMU is a centre of academic excellence where research and teaching are mutually sustaining. AMU's mission is to advance knowledge through quality research and teaching in partnership with business and public services. AMU is the major academic institution in Poznań and one of the top Polish universities. Its reputation has been founded on tradition, achievements of the academic staff, and attractive interdisciplinary curricula offered to students. AMU is one of ten research universities in Poland, strongly oriented to the development of scientific research and their internationalization. AMU aspires to contribute to economic growth, social development and environmental sustainability in Central Europe. Among its more than one hundred honorary doctors there are Nobel Prize winners M. Curie-Sklodowska, W. Szymborska, J. Solana and Pope John Paul II. AMU is a member of the consortium of European universities EPICUR and has entered about 400 partnership agreements with academic institutions all over the world. AMU align its principles with those of the Great Charter of European Universities._x000D_
Today almost 35 000 students (of all levels: first- and second- level degree programmes, postgraduates and PhD students) can choose among 366 fields of study, 23 doctoral programmes, 40 postgraduate study programmes (including the MBA programme, and those financed by the ESF) as well as studies in English and German, offered by 21 faculties on campuses in Poznań, Gniezno, Kalisz, Piła and Słubice. AMU diploma is an increasingly sought-after asset on the labor market._x000D_
The students including those who are studying here within Erasmus+ programme, come from 100 different countries. The largest groups are from Ukraine, Spain and Turkey. Their presence gives a truly international atmosphere. The University is constantly working on its offer for foreigners, improving procedures and enlarging each year possibilities of studies in English. That is why it hosts guest speakers, renowned politicians, businessmen, culture and art individuals from Poland and abroad. It is also involved into international mobility._x000D_
We are a part of EPICUR Alliance (European Partnership for an Innovative Campus Unifying Regions) together with 7 European universities from Austria, Germany, Greece and France, what opens new perspective to our students and researchers. We are constantly focusing on gaining more direct cooperation agreements with partner institutions from all over the world. Each year we are welcoming new foreign students as well as sending our students abroad to spend a semester, or a year.",36207,4.1,20601,4.5,15606,3.5,44.50134225,11.35913617
901-1000,https://www.shanghairanking.com/images/default_logo.svg,Al Jouf University,https://www.shanghairanking.com/institution/al-jouf-university,https://www.ju.edu.sa,https://www.shanghairanking.com/_pub/country-flags/png100/sa.png, Saudi Arabia,Asia,0,,,27010,13.3,19561,10.1,7793,20.1,29.7872485,40.0465393
901-1000,https://www.shanghairanking.com/_uni/logo/42416281.png,Beijing Technology and Business University,https://www.shanghairanking.com/institution/beijing-technology-and-business-university,https://english.btbu.edu.cn/,https://www.shanghairanking.com/_pub/country-flags/png100/cn.png, China,Asia,1950,,,27010,13.3,19561,10.1,7793,20.1,39.9238532,116.3083868
901-1000,https://www.shanghairanking.com/_uni/logo/737a66135.png,Beni-Suef University,https://www.shanghairanking.com/institution/beni-suef-university,https://www.bsu.edu.eg/home.aspx?lang=en,https://www.shanghairanking.com/_pub/country-flags/png100/eg.png, Egypt,Africa,0,,,27010,13.3,19561,10.1,7793,20.1,29.08194985,31.10076242
901-1000,https://www.shanghairanking.com/_uni/logo/e331a2fe7.png,Bond University,https://www.shanghairanking.com/institution/bond-university, http://www.bond.edu.au/,https://www.shanghairanking.com/_pub/country-flags/png100/au.png, Australia,Oceania,1987," Gold Coast, Queensland, Australia",,5308,45.7,2425,24.4,2883,63.6,38.89419455,-89.40925707
901-1000,https://www.shanghairanking.com/_uni/logo/bb2fd8008.png,Budapest University of Technology and Economics,https://www.shanghairanking.com/institution/budapest-university-of-technology-and-economics, http://www.bme.hu,https://www.shanghairanking.com/_pub/country-flags/png100/hu.png, Hungary,Europe,1782, Műegyetem rakpart 3.,"Brief history_x000D_
1782 – Emperor Joseph II establishes the Institutum Geometricum as part of the Faculty of Liberal Arts at the University of Buda. The Institutum, the direct predecessor of the Budapest University of Technology and Economics, is the first in Europe to award engineering degrees to students of land surveying, river control, and road construction_x000D_
1872 – Royal Joseph University gains full autonomy and the right to issue engineering diplomas after five years of studies. It is among the first institutions in Europe, to train engineers on university level._x000D_
1901 – Royal Joseph University is entitled to confer the doctoral degree, ""Doctor Rerum Technicarum.""_x000D_
1949 – The name ""Technical University of Budapest"" becomes official. At this time the university consists of the faculties of: Civil Engineering, Mechanical Engineering, Architecture, Chemical Engineering and Electrical Engineering (in historical order)._x000D_
1955 – Faculty of Transportation Engineering is established._x000D_
1984 – Instruction is offered in English as well as Hungarian._x000D_
1998 – Faculty of Natural Sciences and Faculty of Economic and Social Sciences are established._x000D_
2000 – The official name changes to Budapest University of Technology and Economics._x000D_
Present More than 110 departments and institutes operate within the structure of eight faculties. About 1100 lecturers, 200 researchers and other degree holders and numerous invited lecturers and practising expert specialists participate in education and research at the Budapest University of Technology and Economics. Approximately 1000 of the university's 24.000 students are from 60 countries abroad. The Budapest University of Technology and Economics issues about 70% of Hungary's engineering degrees._x000D_
Organizational structure and management of the University_x000D_
The Budapest University of Technology and Economics (BME) is a state university. The organizational and functional rules of the university are specified in regulations prepared in accordance with the relevant legislation. The BME functions as a divisional organization with the divisions comprising the faculties. The faculties, listed in the order of their date of foundation, are as follows (with their Hungarian acronyms in parentheses):_x000D_
Faculty of Civil Engineering (ÉMK)_x000D_
Faculty of Mechanical Engineering (GPK)_x000D_
Faculty of Architecture (ÉPK)_x000D_
Faculty of Chemical Technology and Biotechnology (VBK)_x000D_
Faculty of Electrical Engineering and Informatics (VIK)_x000D_
Faculty of Transportation Engineering (KJK)_x000D_
Faculty of Natural Sciences (TTK)_x000D_
Faculty of Economic and Social Sciences (GTK)_x000D_
The division of labour between the faculties follows an objective principle according to their respective fields of education and science. The faculties are further divided into departments, institutes, knowledge centres, the Dean’s office and other organizations. Management tasks are supported by staff groups i.e. the Rector’s Cabinet and the Chancellor's Cabinet. Service departments support the activity of the divisions by means of:_x000D_
system operation and system maintenance services provided by the_x000D_
Chancellery (Kancellária) and_x000D_
professional services provided by the_x000D_
National Technical Information Centre and Library (BME-OMIKK), and_x000D_
Central Study Office (KTH)._x000D_
The faculties performing the tasks of education, scientific research (artistic-) and innovation, university level staff groups that assist in the management of education and research, the organizational units that directly support education and research with professional services and those that assist education and research with system maintenance and system supply services are called overall organizational units._x000D_
The mission_x000D_
The mission of the Budapest University of Technology and Economics is to contribute to Hungary’s economic advancement, effective research, development and innovation through the pursuit of education, learning, and scientific research in the fields of technology, economics, natural and social sciences at the highest levels of excellence._x000D_
In consonance with these aims BME is a research university that has high reputation among youngsters, has excellent professors and lecturers and is internationally acknowledged for its scientific work. The close connection between theory and practice is evident throughout the degree programmes as they involve strong theoretical foundation and efficient practical training shaped by the requirements of the industry and the society._x000D_
Our endeavour is to preserve the high value and prestige of the degrees of the University and ensure that our graduates’ knowledge, skills and achievements should continue being acknowledged by the labour market._x000D_
Both as a participant of international research programmes and as a leader of Hungarian research initiatives BME’s activities cover the entire innovation chain: basic and applied research, technological and economical product and service development, complex quality management and utilizing research results.",18219,7,19561,10.1,7793,20.1,47.47844135,19.05771535
901-1000,https://www.shanghairanking.com/_uni/logo/a609ac84c.png,Carlos III University of Madrid,https://www.shanghairanking.com/institution/carlos-iii-university-of-madrid, http://www.uc3m.es,https://www.shanghairanking.com/_pub/country-flags/png100/es.png, Spain,Europe,1989," C/ Madrid, 126 (Getafe)","Universidad Carlos III de Madrid  is an innovative research university with a distinctly international profile. It offers a broad range of master’s and bachelor’s degree programs in English and nearly 20% of the student body is made up of international students. It is the first university in Spain and the third in Europe in the number of its students participating in the Erasmus student exchange programs. Thanks to ""Carlos III International School"" the university boost international non-European exchange programs with the USA and Asia, among others._x000D_
Furthermore, it is firmly committed to digital learning, forming part of the prestigious educational platforms edX, Miridiada X and Opencourseware. NEW for academic year 2020/2021: hybrid teaching and learning model: Face-to-face classes will be combined with synchronous and interactive online classes, ensuring quality teaching and complying with health and safety measures._x000D_
The University offers programs in Economics and Business, Engineering, Law, Communication, Social Sciences and Humanities. Has several Quality Distinctions and Accreditations: EUR-ACE quality certificate (bachelor degrees in Engineering), AACSB accreditation (business administration degree programs), CAIA Association (Master’s in Finance program), accredited by the Association of MBAs (AMBA) (MBA- Máster Universitario en Administración de Empresas) and Association of Chartered Certified Accountants (ACCA) (bachelor’s degree in Finance and Accounting)._x000D_
UC3M students are able to carry out internships through collaborative agreements the University has signed with different companies and organizations. Furthermore, this institution has distinguished itself through the high job placement rate of its graduates, which, according to the latest study on career placement, is nearly 90%._x000D_
Students have access to a wide array of cultural and sport activities, as well as several sports centers. The University also provides first-rate student housing.",20958,7.4,16173,5.1,4785,14.8,40.5431379,-4.012985184
901-1000,https://www.shanghairanking.com/_uni/logo/69265723.png,Chengdu University,https://www.shanghairanking.com/institution/chengdu-university,https://en.cdu.edu.cn/,https://www.shanghairanking.com/_pub/country-flags/png100/cn.png, China,Asia,1978,,,23521,1.9,22159,1.6,1362,8.1,30.649091,104.1785092
901-1000,https://www.shanghairanking.com/_uni/logo/50293135.png,China Three Gorges University,https://www.shanghairanking.com/institution/china-three-gorges-university,https://en.wikipedia.org/wiki/China_Three_Gorges_University,https://www.shanghairanking.com/_pub/country-flags/png100/cn.png, China,Asia,1946,,,27010,13.3,19561,10.1,7793,20.1,30.7240852,111.3114122
901-1000,https://www.shanghairanking.com/_uni/logo-jpg/81e3ce17500.jpg,"City, University of London",https://www.shanghairanking.com/institution/city-university-london, http://www.city.ac.uk,https://www.shanghairanking.com/_pub/country-flags/png100/gb.png, United Kingdom,Europe,1966, Northampton Square,"City, University of London is a public research university in London, United Kingdom, and a member institution of the federal University of London. It was founded in 1894 as the Northampton Institute, and became a university when The City University was created by royal charter in 1966. The Inns of Court School of Law, which merged with City in 2001, was established in 1852, making it the University's oldest constituent part. City joined the federal University of London on 1 September 2016, becoming part of the eighteen colleges and ten research institutes that then made up that university._x000D_
City has strong links with the City of London, and the Lord Mayor of London serves as the university's rector. The university has its main campus in Central London in the London Borough of Islington, with additional campuses in Islington, the city, the West End and East End. The annual income of the institution for 2019–20 was £245.0 million, of which £11.1 million was from research grants and contracts, with an expenditure of £218.4 million. It is organised into five schools, within which there are around forty academic departments and centres, including Bayes Business School (formerly Cass), School of Arts and Social Science, School of Health School, School of Mathematics, Computer Science and Engineering and The City Law School which incorporates the Inns of Court School of Law._x000D_
City is a founding member of the WC2 University Network which developed for collaboration between leading universities of the heart of major world cities particularly to address cultural, environmental and political issues of common interest to world cities and their universities. The university is a member of the Association of MBAs, EQUIS and Universities UK. Alumni of City include a Founding Father, members of Parliament of the United Kingdom, Prime Ministers of the United Kingdom, governors, politicians and CEOs.",14690,35.7,9860,30.6,4830,46,51.5073359,-0.12765
901-1000,https://www.shanghairanking.com/_uni/logo/8f1443b10.png,Comenius University in Bratislava,https://www.shanghairanking.com/institution/comenius-university-in-bratislava, http://www.uniba.sk,https://www.shanghairanking.com/_pub/country-flags/png100/sk.png, Slovakia,Europe,1919, Šafárikovo námestie č. 6,"Comenius University is the oldest and biggest university in Slovakia. Univerzity was founded in 1919. At present CU consists of 13 faculties covering wide range of disciplines from medicine and natural science to theology. CU has altogether nearly 28 000 students. CU promote nearly 8000 graduates a year i.e. there is more than 220 000 graduates in its history. CU belongs to the top research institutes in the country, internationaly recognised and for example registered in Thompson ESI database as one of three institutes from Slovakia. It is non/campus university spreaded over Bratislava, with Jessenius faculty of Medicine located 200 km away in the middle of Slovakia.",7802,15.3,4928,10.9,2874,22.8,,
